gene	log2FC
IL21-AS1	-4.77272159645891
CETN4P	-2.31234635286491
FGF2	-5.16593464559486
LINC02435	4.56071954266319
FAT4	-4.3387975867193
PCDH10	-3.59962870950002
PABPC4L	-4.12048633521829
PCDH18	-5.26545385056719
SLC7A11	-2.41338773106808
TNRC18P1	2.34386582884621
AC096733.3	2.46896858836231
LINC02432	3.77137342638812
IL15	-2.57862491979458
RPL5P13	2.91627351404369
LINC02266	4.10060569082142
EDNRA	-3.07598683081886
ZBTB8OSP1	2.57237157761514
TRIM2	-2.10597904007831
TLR2	-3.47274064047207
RNF175	-3.67894972424542
DCHS2	-4.42147855747523
LRAT	-3.20364700810757
RBM46	-4.69317928567073
NPY2R	-3.78269185169351
ASIC5	3.68959352014805
PDGFC	-3.01247381385093
FAM198B-AS1	2.98871583058005
NUDT19P5	3.66899591233398
RXFP1	-3.61038949266279
NPY1R	3.88136618318104
SMIM31	3.54762551177616
APELA	3.96068347184711
CPE	2.83926162762002
LINC01179	-5.33114784675036
TLL1	-3.0785568238303
DDX60	-2.44004935350694
LINC02275	3.17939743987651
LINC01612	4.68445491161037
GALNTL6	3.80070989740875
SCRG1	-2.44641297493653
AC093849.1	2.12699101655477
HAND2	-3.67033691697688
HAND2-AS1	-2.16676236912863
AC095041.1	2.29072722418758
ENPP6	-4.62725575445059
LINC01093	2.60219612607381
TLR3	-3.19718579254742
FAM149A	-3.65867085765585
RPSAP70	-3.2174868066546
MTNR1A	-4.85870392954163
ZFP42	-6.27734283631299
AC122719.1	-3.93052971957409
AC116351.1	-2.93193279776671
SLC6A3	2.66900085677524
LINC01019	5.03717670298692
IRX1	-8.23182498038648
AC022424.1	-5.78696618178816
ADAMTS16	-4.36768827020603
ADCY2	6.06690900763972
ANKRD33B	-3.56199485650044
AC106760.1	-4.10131013100118
CTNND2	7.10955771496194
OTULINL	-2.21039398641229
ANKH	-2.14975419250015
FBXL7	4.13231515609341
LINC02100	-2.63034293504683
CDH10	5.82118918780599
MSNP1	-4.32931192854283
LINC02109	4.09365605996088
CDH6	-2.12033563317036
NPR3	-2.29987841964483
AC010343.3	-2.5252670884923
AC034223.2	-3.28697989575103
AGXT2	2.8176648503278
PRLR	3.3696782550016
AC010368.1	3.65082755073624
IL7R	-4.12918681484719
RANBP3L	3.49318451505432
SLC1A3	-4.97174379523598
AC008957.1	-3.81855490290591
OSMR-AS1	-2.36370749218613
OSMR	-3.90956122160304
LINC02104	-3.92127104408727
PTGER4	-2.19917263315567
CARD6	-4.4171837064514
C7	-3.67513899849103
C6	-4.59628313193827
PLCXD3	-8.2270154952251
GHR	4.54046285739528
AC093225.1	3.02024223873224
CCDC152	2.68779778642901
SELENOP	2.97712808776711
AC008945.1	3.42052581438195
ITGA1	-3.3205953418101
FST	-2.24834094999425
ESM1	-2.12345783168974
GPX8	-2.56960207415041
IL31RA	-5.23514769491683
ANKRD55	-2.2570696708314
ACTBL2	-3.7935804979343
LINC02225	-3.18968284795644
LINC02065	-3.82035263979723
NAIP	2.67472618396656
MAP1B	-3.30655098218691
TMEM171	-2.43339095871791
LINC02122	4.185586543158
SV2C	-2.62447163724541
F2RL2	-4.12056621459755
BHMT2	-4.14711236162205
BHMT	-2.66308090590424
VCAN	-6.48965829021105
EDIL3	-5.69458463445805
EDIL3-DT	-5.12054183360746
MEF2C	-4.89643507916107
MEF2C-AS1	-3.463633822162
ADGRV1	3.53680554865529
AC123595.1	-3.55780124713913
LUCAT1	-4.07399348107272
KIAA0825	2.10475158887227
MIR583HG	-2.757989770424
AC104123.1	-2.2268309054006
PCSK1	-2.76798746392761
ERAP2	-2.13957679333604
PAM	-2.8573240548448
PDZPH1P	2.76691647683708
KCNN2	2.39156373127669
CDO1	-2.70050151562598
ARL14EPL	-5.98776090599232
LINC00992	4.9730287225358
LINC02208	2.6313666222524
AC010409.1	2.6698029748336
PRR16	-4.31310106222771
AC114284.1	-4.2583486178604
LOX	-4.45295043919655
SNCAIP	-2.26185119072981
ZNF608	-3.00161038131513
MEGF10	-2.00259306113832
FBN2	-5.23213425664265
ADAMTS19-AS1	3.3926511315805
ADAMTS19	5.9117290871872
MINAR2	4.96065495915601
LINC02863	-2.97550994589204
SOWAHA	2.87211813627135
AC010307.4	4.49603141144702
TCF7	-3.81464007171933
AC034206.1	3.69497741190325
CXCL14	6.36500642733416
SLC25A48	5.44918766452778
TGFBI	-4.85090907097181
SMIM32	3.85384173145871
SPOCK1	-3.11031684531909
AC106791.1	-2.22888434974915
MZB1	5.37392109538818
STING1	-2.2521718699047
AC008667.1	-3.57463196855107
CD14	-5.05078341824206
PCDHA3	2.25910887016696
PCDHA4	3.31860671113901
PCDHA7	2.0597357438554
PCDHA10	4.44898172063903
PCDHB7	-3.34036703766426
PCDHB9	-2.03530226139011
PCDHB10	-2.49544581265201
PCDHB11	-2.49966808993927
PCDHB12	-2.02927443106899
PCDHGA10	2.03592263433344
PCDHGC4	-2.49412363770866
PCDHGC5	-2.61557405709374
ARAP3	-4.469897975047
C5orf46	-7.23431418897134
AC011352.1	-5.9836412630562
AC011352.3	-6.15032461333118
SPINK6	-3.77081883113384
SPINK13	-2.53152039881637
ADRB2	-2.20913770689236
SH3TC2	-2.49703809411965
SH3TC2-DT	-4.57316144767928
AFAP1L1	-3.21431483329169
CARMN	-8.32091596846703
PDGFRB	-3.83031696882231
CDX1	-2.39805835077251
AC008641.1	4.06785270451282
FAT2	-2.47010384824973
SPARC	-2.97202240461909
AC008379.1	2.82799462691947
ADAM19	-3.26147366952754
SOX30	-5.59739120302736
EBF1	-6.51060942191891
LINC02202	-4.10748599564736
AC134043.2	-3.03013515775263
LINC01932	-4.21211108892933
AC008691.1	-4.78486410662145
ADRA1B	-2.67612068039833
MIR3142HG	-5.24103623363624
LINC02159	-4.23962052316053
GABRG2	4.27957133916064
AC109466.1	2.77901864670562
AC008464.1	4.66433266288685
AC011365.2	3.81055084365137
INSYN2B	-2.96344499218438
KCNIP1	-2.4508382452875
KCNMB1	3.25826612370818
AC008619.1	-4.53285588338316
GABRP	-2.47006733837199
TLX3	-7.56444242181564
AC008663.1	6.10468846176044
MSX2	2.24735684581046
EIF4E1B	3.88195294385672
FGFR4	2.9734744702799
PRR7-AS1	-2.11291003161898
AC106795.3	2.13222889091372
AC106795.2	2.07144030810252
PROP1	2.98604050086637
AC136632.1	2.47629869856167
N4BP3	2.19122695810083
AC136601.1	-4.30351889773819
ADAMTS2	-2.31294094175156
RASGEF1C	-2.59205587361714
GFPT2	-4.15899844776882
AC008620.2	3.01887359271364
AC008443.3	2.84254506661588
FOXQ1	-4.85868956960473
AL034346.1	-5.59637013513025
FOXF2	-4.77038997176874
AL512329.2	-3.91109927152263
FOXC1	-3.6576564795011
LINC01600	-3.02459982435449
LINC02521	-4.84575375886674
SERPINB9P1	-3.55553499567507
SERPINB9	-3.05482517066848
TUBB2BP1	-4.21756508807287
TUBB2B	-4.52386670401883
AL391422.4	-2.21828441114515
AL391422.1	-2.09034670121102
AL391422.2	-3.02920106656314
AL590004.3	-3.04942255970031
AL034376.1	3.18931132433029
PPP1R3G	-2.86330214498111
NRN1	-6.41776971381506
AL139095.3	-3.21334388852771
BMP6	-2.7171678455262
LINC00518	-4.32245346871014
MIR5689HG	-3.17444919796448
ELOVL2	2.68670820379291
ELOVL2-AS1	4.06929792431343
ADTRP	-3.62829539807487
GFOD1	-2.22905715173617
RNF182	-2.82274461180789
CD83	-2.37745314911193
AL138720.1	2.59554413479048
STMND1	4.90804268312957
ID4	-3.09616751797162
RIPOR2	-3.40751359251068
SCGN	5.24326422101866
SLC17A3	2.51221637815101
H1-1	-2.15129847339015
BTN3A2	-2.2169525670907
BTN3A3	-2.59477741323613
ZNF602P	-3.00567783428829
AL021997.1	-2.76522658889237
UBD	-3.7378413426863
ZFP57	-2.70459588206582
HLA-F	-2.85863654597348
HLA-V	-4.92697574595544
HLA-G	-2.47077675745327
AL645929.1	-2.26959317909191
HLA-A	-2.60299614556191
AL671277.1	-2.56281687081546
HLA-W	-3.20572298378901
MICD	-4.72989480412805
HLA-J	-2.20821984175653
TRIM10	-5.28933076611795
TRIM15	-3.50388145967323
PSORS1C1	-2.23230153909601
CDSN	4.9872538356522
POU5F1	-3.01611224401768
PSORS1C3	-4.85565713026802
HLA-B	-2.78280056383359
HLA-S	-3.05380525293832
HCP5	-4.13431523619899
UQCRHP1	-2.92404127378244
SAPCD1-AS1	-2.57874746758886
SLC44A4	5.22921739624798
C4A	-2.30197944267029
CYP21A1P	-2.22892301596645
C4B	-4.42418775868293
NOTCH4	-2.5805677668218
TSBP1-AS1	-2.91646828267586
HLA-DRA	-2.21370923920861
HLA-DRB1	-2.20215304344167
HLA-DQA2	5.00715740472149
TAP2	-2.32981798158879
PSMB8	-2.45402715798723
PSMB8-AS1	-3.63555212169436
TAP1	-2.00445364473975
PSMB9	-3.51271152596048
HLA-DMB	-2.66340362250869
COL11A2	-2.80608141887726
LINC01016	7.72839777041647
GRM4	3.79358364048694
PACSIN1	2.19416939126495
SPDEF	3.32734514621434
TCP11	-4.44415203405158
CPNE5	-3.01924550841017
PIM1	-2.53854148006676
AL353597.1	-2.72181946858525
DNAH8	3.45807185705846
DAAM2	-2.96072543223134
LRFN2	8.03875511443905
GNMT	2.02462616185673
AL109615.3	-2.37881957303327
C6orf223	-6.99331954002064
CAPN11	2.0346080670268
MYMX	3.08726688457404
RUNX2	-2.39716534989927
CLIC5	-6.10644846393059
RCAN2	-5.07998737893701
CYP39A1	-2.81931099168251
PLA2G7	-5.50961031434258
ADGRF5	-2.13680458929605
ADGRF2	-2.69090669618079
ADGRF4	-3.47415248319066
RN7SKP116	-3.79639137764975
OPN5	-4.22400074866913
GLYATL3	6.28110200855196
C6orf141	2.49034317162752
CRISP3	3.14610459272419
TFAP2B	8.67968557602251
GSTA3	5.56270681566421
AL033397.1	-4.07012151032556
LINC01564	-3.76794811592549
MLIP	-4.64993316125851
AL033384.1	-3.45620780075396
TINAG	-3.91577386748939
RPSAP44	-2.12125084914861
BEND6	-2.06040213086003
BAG2	-2.32520176028563
AL445250.1	-2.83798818423432
COL19A1	-5.93476080480013
LINC00472	-2.24645797016448
CGAS	-2.59932828580566
AL590428.1	-2.89516753009399
CD109	-4.14209879568665
FILIP1	-3.77431673486653
SNAP91	-3.30713629279155
LINC01611	4.79801367032505
TBX18	-3.72359006407065
TBX18-AS1	-4.54528053695754
NT5E	-2.88972566491999
HTR1E	6.36429457356989
CGA	4.84424971564323
SRSF12	-4.68207614673333
PM20D2	-2.26217799564367
EPHA7	4.65214665537935
MCHR2	3.6324968808962
SIM1	-6.43066853385807
GRIK2	-2.66859708518564
LIN28B	-3.48479125671954
BVES	-2.49545418719647
POPDC3	-3.06547645601588
PRDM1	-3.15939458615593
SOBP	-3.19397179826032
NR2E1	-3.44346579071833
PTCHD3P3	3.98346310516014
CCDC162P	2.75441666543109
RPL7P28	2.41146471086631
FYN	-3.02994524019498
LAMA4	-6.10313933012329
Z99289.1	-2.85530325807471
LAMA4-AS1	-4.82590402906529
RFPL4B	-4.61437928667537
HS3ST5	2.14411807751995
DSE	-4.49584670202103
CALHM6	-2.96276080259022
CALHM5	-3.08515405778262
ROS1	-6.72026709007052
DCBLD1	-2.04982055961473
FABP7	2.31147208150737
SMPDL3A	2.66866139872853
NCOA7	-2.60882405701349
RSPO3	-2.82565170962526
KIAA0408	-3.53176075577598
SOGA3	-3.93756653152839
C6orf58	-3.85380089245468
EEF1DP5	-4.00255343652758
LAMA2	-4.63628251747589
TMEM200A	-4.42925840555756
SMLR1	-2.4858651352605
ENPP1	2.94197275572808
AL139805.1	2.40638793324908
CCN2	-3.57677862369918
AL021408.1	-2.33631228488739
LINC01013	-3.04580149621216
MOXD1	-6.55864869163008
VNN1	-4.56717276886144
TARID	-2.92360148310093
SLC2A12	-2.57814457412302
HMGA1P7	4.56360719721761
SGK1	-3.45386511022473
CT69	-3.86250050866652
LINC01010	-3.46588296872646
MYB-AS1	2.90803706047518
AL023693.1	2.82104693075135
PDE7B	-2.95564643453106
AL138828.1	-3.14671466797579
IL22RA2	-5.4477637603325
TNFAIP3	-2.35233055984462
PBOV1	2.45225440111439
FILNC1	3.53355608398303
AL359313.1	-3.48501788920604
AL355304.1	-2.48753035865375
PLAGL1	-3.26809445900636
STX11	-3.82059345608902
IYD	5.29333529608367
AKAP12	-3.29886921833289
CCDC170	7.81123245016776
RNU6-813P	6.30067338767508
ESR1	5.02467074198631
AL356311.1	3.86220529886638
IPCEF1	-2.16611392139248
TIAM2	-2.14471052789647
TAGAP	-2.13297403904695
AL356417.2	-4.038515226109
FNDC1	-2.77392774342254
SLC22A3	-2.80435589121344
LPAL2	-3.29577053335228
AGPAT4	-2.93110281952289
AL023775.1	-3.60684105171162
LINC02538	-3.32984989144585
LINC02487	-4.16190624300004
AL009178.1	2.75509255869393
LINC01615	-5.76832100467297
AC093627.1	-7.283970596715
AC093627.4	-2.41228962493927
AC093627.3	-2.74465366704246
TMEM184A	2.10825538534744
ELFN1	-4.11070061304324
AMZ1	3.35194712223332
AC092427.1	2.79987772568348
FSCN1	-3.56625613705608
OR7E39P	2.88055397774905
AC006042.1	2.24656480353096
AC007009.1	2.06407665856031
AC007128.2	6.50439177115878
NXPH1	7.7212974710959
ETV1	-3.61165064273936
AGMO	-4.90271303552768
MEOX2	-2.44983633326583
AC005550.2	-3.82934152602893
SOSTDC1	-6.13690632186114
AGR2	3.19446580868132
AGR3	5.28488028650685
RAD17P1	5.08155313211078
HDAC9	-3.07360980533236
AC003986.2	-3.10917401904005
AC004130.2	-2.80080834526893
ITGB8	-5.0439031787028
DNAH11	-3.21801306659937
AC002480.1	-4.52340815980681
AC002480.2	-4.84677284265398
IL6-AS1	-4.86610055536612
IL6	-6.00210219159289
SNHG26	-3.02539942515015
AC005682.1	-3.62266691504301
FAM126A	-2.22714568746004
AC005082.1	-5.71667520054878
IGF2BP3	-4.35440259209868
AC021876.1	-3.97070575754115
RPS2P32	-2.22215480333141
NPY	-5.66713955818291
GSDME	-2.16076965394847
AC005165.1	-2.15051754246124
HOXA1	-4.49066535082154
HOTAIRM1	-4.78369036451202
HOXA2	-4.97538653484821
HOXA3	-4.22951665652682
HOXA-AS2	-5.8549583085323
HOXA4	-3.37903609533021
HOXA-AS3	-2.36363961599567
HOXA5	-3.04157941091694
HOXA6	-2.41163221446061
HOXA7	-2.65186814234783
HOXA9	-7.03717162578623
HOXA10-AS	-6.17755350634859
HOXA10	-3.19146394439903
AC004080.3	-3.20459931167741
HOXA11	-4.72774535150896
HOXA11-AS	-3.40261427777518
AC004080.2	-2.84341155829
JAZF1-AS1	-2.03898474130556
AC005013.1	4.00378937963042
AC005162.2	3.38905745990128
CHN2-AS1	-3.58012203793878
AC007255.1	2.27058648863559
PRR15	2.22272536171959
INMT	2.61282762221593
AQP1	-4.00976125789669
ITPRID1	-2.89553502771845
PDE1C	-3.51254752201585
DPY19L2P1	2.42140964281415
AOAH	-2.65577898798703
ELMO1	2.78742722386849
GPR141	3.87064739317687
TRGC2	6.11485808995407
TRGC1	8.87998019083009
TRGJ1	5.39672547374079
TRGJP	9.95897098011714
TRGV9	5.18129410895607
POU6F2-AS2	5.53073533676761
SUGCT	-4.65635858333413
AC004988.1	-3.48556085739
LINC01450	-3.10319399917287
INHBA	-5.39224154882819
INHBA-AS1	-4.17162638061124
HECW1	-2.68183013207768
LUARIS	-5.02345377982192
CAMK2B	3.710991171654
MYO1G	2.17355957651928
RAMP3	5.03262733584911
IGFBP3	-4.33376003732352
AC073115.2	-3.20918069619861
AC011294.1	-3.05124958332625
EPS15P1	-5.10735172479415
AC004870.2	-6.99484138480168
LINC00525	-3.42094616221658
PKD1L1	3.02099876890099
SUN3	-4.62609901280782
UPP1	-3.13155269458568
VSTM2A	3.32748138772432
EGFR	-3.8672690251438
VOPP1	-2.09486151107979
FKBP9P1	-2.23377138846583
AC092447.7	3.80056208358383
AC092447.8	2.73042833417476
AC092447.1	-2.86840072111967
ZNF716	5.32463911607053
SEPTIN7P5	-2.53789178224466
EEF1DP4	2.36107720208069
TPST1	-2.27349592020796
GALNT17	4.60126292610445
RN7SL265P	2.1207287632674
ABHD11-AS1	2.65249949602222
CLDN3	2.12495725170511
ELN	-4.53268055280242
CLIP2	-2.08318430873179
CCL24	-3.8129755948388
AC005077.4	2.69571503072989
GTF2IP7	2.72049731726715
GNAI1	-3.68041794584452
AC008163.1	-3.54853009648191
HGF	-2.75165788387457
SEMA3A	-3.68269293714649
ABCB1	-4.5621008596373
AC003991.2	-2.47067263721461
AC003991.1	-4.33616272546263
STEAP4	-2.9842918122655
STEAP1	-2.72140173101694
CDK6	-2.71591745537605
CDK6-AS1	-2.7551594094397
SAMD9	-4.31474288302194
SAMD9L	-4.30429176370316
CALCR	4.54556188436168
TFPI2	-3.49823477083098
GNG11	-3.4024604159384
ASB4	-2.17367403490084
DYNC1I1	-4.48093164080363
DLX6-AS1	-5.86789635704725
DLX6	-6.30967474092242
DLX5	-6.32419395187358
NPTX2	-2.1680429365522
AC004522.3	3.99712007176387
GAL3ST4	-2.50428466084805
AC069281.1	-3.8060169490139
PCOLCE-AS1	-2.2528353025226
PCOLCE	-2.51923546424706
ZAN	2.03043583105092
MUC3A	3.04580014244811
NAT16	-2.95232681071567
COL26A1	-4.25644859143366
LRRC17	-2.64927807003795
AC007683.1	2.19677199753619
DPY19L2P2	-2.46867571830754
AC005064.1	2.51924672405004
RELN	-2.54759421834099
AC004917.1	-6.03163173680624
AC005050.1	-3.68473888427316
LINC02577	-5.6022571867707
SLC26A3	3.06143886443889
NRCAM	3.33148870579187
CAV2	-4.98908759138483
AC002066.1	-4.78317161108804
CAV1	-4.86599492663734
AC006159.1	-3.22405971496834
AC006159.2	-3.7406635974467
COMETT	-4.23996491378837
MET	-3.03853395061811
CTTNBP2	4.31610998697091
ANKRD7	-3.45989295420365
WNT16	-2.71133516360788
PTPRZ1	-3.38993310640873
FEZF1-AS1	2.81136559375939
AC019155.1	-2.64215621503393
AC000124.1	3.98302263613615
FLNC	-4.49802368127809
KCP	-4.91203250670741
CPA2	-3.18451217446305
CPA4	-2.51591844498142
LINC00513	-2.30172572787292
AC016831.1	-2.05118230625017
AC009275.1	-3.63252991740274
AKR1B1	-6.56867625053765
AKR1B10	-4.06510035228329
AKR1B15	-4.09478807975962
CALD1	-4.1925555983954
AC091736.1	-2.15055240357369
PTN	-4.78835386386627
DGKI	-2.04993501543231
RNU6-911P	3.23693667289592
KLRG2	4.06853690206514
DENND2A	-4.75702513542383
MGAM2	-2.68047620416053
PRSS1	-3.30999199448358
TRBC2	-2.99466515488372
EPHB6	-2.65483976237345
PIP	5.19383230013718
CLCN1	-2.381621506174
CNTNAP2	3.82524819922971
TMEM176A	3.77099030045991
AOC1	5.06210722185897
WDR86-AS1	-4.0405205322406
AC005996.1	-2.85671295633492
CRYGN	-3.23146243517025
AC021218.1	-4.70808323579779
PTPRN2	5.05474133013624
AC011899.2	2.76782707824156
AC078942.1	3.6744010384877
LINC00689	3.41206936779122
VIPR2	2.64723524876728
CSMD1	2.73807222428691
AF233439.1	-6.47891474403477
DEFB1	-3.782100774916
AC114550.3	-2.62738652269187
AC022784.1	-3.63849199762954
AC034111.1	-2.84546954410668
TDH	3.30899236250891
AF131216.3	3.0339210200666
TRMT9B	4.10810736602133
MSR1	-3.49093469991832
MICU3	-2.97430474228943
ZDHHC2	-2.31133275519184
SLC7A2	4.64368739141147
NAT1	2.3502196468312
AC100800.1	-5.09901923949331
CSGALNACT1	-2.92295282843617
LZTS1	-2.44959704307734
GFRA2	2.83266135639364
BMP1	-2.60518746748639
PHYHIP	-5.39413904406017
AC055854.1	5.68615413639361
AC037441.1	4.13001902868653
TNFRSF10D	-5.97148732050493
LOXL2	-4.5830038259747
AC090197.1	-3.76564992129216
AC104561.1	-2.19950716269184
ADAM28	-2.78261730451249
PNMA2	-4.53813705174319
DPYSL2	-2.48951822108641
CLU	3.03206028235681
SCARA5	-3.37396801798158
DUSP4	2.63161256946984
AC084026.2	3.9709241547148
LINC00589	3.22753701694241
LINC02099	2.18089189541073
PURG	-4.69237986851285
DUSP26	-2.36250867129643
KCNU1	5.73743098173911
AC091182.1	4.57844715782947
AC124067.4	2.68792875866284
ZNF703	2.50545872785516
ADGRA2	-3.77332493398017
AC087623.1	2.43309247483253
RPS20P22	2.42909194692823
IDO1	-8.5318196621179
AC007991.4	-4.07057639695926
IDO2	-5.12095816488892
TCIM	-2.62562424385503
SFRP1	-5.67699653765817
ANK1	-3.25983907972651
PLAT	-3.56008448240084
RPL29P19	-4.32554542866029
LINC02599	-3.00176172775296
SNAI2	-8.13736853624974
PSAT1P1	-3.09664348874045
ALKAL1	-2.77212489934375
NPBWR1	-5.11759980540333
AC009646.2	-3.62718501380984
OPRK1	-2.63751099839276
RGS20	-3.92891218288561
LYN	-4.35792813692236
PLAG1	-2.2640584202561
SDR16C5	3.46251319808923
PENK	-2.14497916195294
AC012349.1	-2.53457328441341
LINC00968	-4.91834519057919
TOX	-5.6956333993342
AC090152.1	-4.64418303407634
LINC01301	-2.46452630304117
LINC01414	4.37998304315578
BHLHE22	-2.63202502111461
CYP7B1	-4.65727501646693
AC104232.1	-3.22852853414054
CPA6	3.20853164142275
PREX2	-3.26551449326542
C8orf34-AS1	6.171648340437
AC083967.1	3.66236439201764
EYA1	-4.10447426188218
MSC-AS1	-6.89341175842734
MSC	-7.5940336310813
KCNB2	-2.04594658652376
SBSPON	-3.7184418334469
AC100823.1	-4.66345094542452
LY96	-3.53520637193965
AC100782.1	-3.36727908628175
HNF4G	-2.88235233308403
ZFHX4-AS1	-6.45138762863467
ZFHX4	-3.28742708849023
PKIA	2.73236325093653
AC068700.1	4.32962461775656
ATP6V0D2	-4.76590708802431
SLC7A13	5.47750670103802
MIOXP1	2.70291480179096
CALB1	-4.4250166593015
NECAB1	-2.70834173507778
C8orf88	-4.87005033186549
AC104966.1	-2.55832029081114
AC104339.1	2.38204398689937
AC104211.1	2.83326809710395
ERICH5	-3.90701716024302
AC016877.3	-2.23581957061011
AC107909.2	2.95477948550638
AC018442.1	2.41843459524566
COX6C	2.01577353187306
RGS22	3.60099763689446
FBXO43	-2.12229659698288
AP001207.2	2.33367642835058
CTHRC1	-3.70720091720811
LRP12	-2.25039402373341
AC027031.2	-2.98031998049344
AC090579.1	-2.57868931689586
ANGPT1	-3.18807191974316
AF178030.1	2.78500970829226
EXT1	-2.12421430686241
TNFRSF11B	-3.45304175408985
AC021733.3	-2.42606516253941
AC091563.1	2.3452190189914
SMILR	-4.93559418033542
AC108136.1	-3.96280342695893
ANXA13	-3.51161379237174
KNOP1P5	3.31396491927628
CASC8	-4.50632226290251
CCDC26	-4.71164923933528
MTRF1LP2	-3.55509408317621
GSDMC	-3.44127145368893
TMEM71	-5.81826406399839
LINC02055	5.21073085152394
COL22A1	-2.88983122439383
AC100803.4	-2.32053637376622
PSCA	4.42952526364495
LY6K	-3.52799081997262
CYP11B2	2.49747394314894
RHPN1	2.4561061631099
MROH6	2.24241260567465
AC105219.2	2.51854599992735
MAPK15	2.37256451266307
AC105219.1	2.98019257123322
IQANK1	2.03120640963614
WDR97	2.93697039790789
AC084125.3	2.56870170660618
AL161725.2	-2.17746314131423
AL392089.1	-3.23275921444358
DMRT1	-3.42003826714281
VLDLR-AS1	-2.29580514937789
VLDLR	-2.90603256444111
RFX3-AS1	-2.67607041659793
AL354977.2	-2.92129590942855
AL354977.1	-4.20920552519805
GLIS3	-5.04598881188935
AL162419.1	-4.59532693277818
CD274	-4.21342593976542
PDCD1LG2	-5.88573379212124
IL33	-4.85086903047363
LURAP1L-AS1	-2.48668640489354
AL161449.1	2.30009312402048
LINC01235	-6.27428484242513
FREM1	-2.3135121270726
CLCN3P1	-3.29768497857548
BNC2	-5.00642483697556
BNC2-AS1	-6.35864730229304
CNTLN	-2.64281582764177
SH3GL2	-3.55672239029336
IFNB1	-2.43380541569064
IFNWP2	-4.39613055976382
IFNWP19	-5.78494032494397
MIR31HG	-5.01145336894825
IFNE	-3.04678214075358
CDKN2A-DT	-3.18396972081569
CDKN2A	-3.35196981855877
CDKN2B	-2.78507169293847
ELAVL2	-3.01323231686491
TEK	-2.90297639044356
AL353746.1	-4.54660229754184
LINGO2	-6.67351471595327
SPINK4	2.69873352342816
PRSS3	-7.28896945926363
DNAI1	2.70094582127892
AL357874.1	-3.01466818218745
CA9	-3.66082798663225
TPM2	-3.47403333861049
FAM221B	2.52970493613741
HRCT1	-3.12290579570327
SPAAR	-3.51106484813317
OR2S1P	-3.59279267861725
RECK	-2.85871541763204
GLIPR2	-3.48398869937241
GNE	-2.10723333289403
GAS2L1P1	3.15321968028186
CNTNAP3	-4.15299253136082
CNTNAP3B	-3.64567731886832
SNX18P9	-4.44833361407399
CYP4F25P	-3.74802744239825
IGKV1OR-2	-4.36968367203541
BNIP3P4	-4.33926325374616
AL353608.2	2.28371013004785
PGM5	4.86011121438502
C9orf135	-4.04536187719
MAMDC2	-3.52479813390823
TRPM3	-2.00052890763642
GDA	-5.47757151329052
ALDH1A1	-2.50743326506466
ANXA1	-3.45638812851337
DPP3P2	3.76105738425064
TRPM6	-2.92065071522669
PCSK5	-4.00980835155119
PRUNE2	-2.37571282467374
PSAT1	-2.34624162745985
SLC28A3	-5.08071600574224
GAS1	-5.46012729947152
GAS1RR	-3.32547922743438
LINC02872	-2.61142758888627
AL772337.3	-4.10591088249504
AL353572.1	3.06559897334768
GADD45G	2.78851273241015
SYK	-3.27777703109869
AL355607.2	-2.90107371434335
ECM2	-4.33074510472125
FGD3	2.03856394137647
SUSD3	2.52813372854283
BARX1	-2.87653904875445
FBP1	2.26396643866677
PTCH1	-2.04143781865331
AL161729.1	-2.24458218085604
AL354861.2	-5.73231062667113
CTSV	-2.11477370325056
TMOD1	-3.49832083857148
FOXE1	-6.13852569238849
TMEFF1	-2.12510059056965
PLPPR1	4.10749414206764
FRRS1L	-4.36892016401312
C9orf152	3.04710503089714
SVEP1	-2.31271223430925
SHOC1	-2.15332157341184
FAM225B	-2.1090873396316
RNF183	2.68992697692752
AL162727.1	-2.55063182699988
AL157702.2	2.61445464798587
AMBP	5.71567922750376
KIF12	4.19933493054998
PAPPA	-6.11989492721827
AL133284.1	2.97680713787613
TLR4	-2.00746459694142
TTLL11-IT1	-2.27570159993821
GPR21	2.5336943076008
MIR181A2HG	-2.61191831845595
AL161908.1	2.69057625859588
LMX1B	3.02975008121053
LCN2	-3.18981471168912
C9orf106	3.35303072245716
AL353803.5	3.14845070963797
GPRACR	-2.53376146241484
LAMC3	-5.97355609177425
NTNG2	-5.73034166668621
LCN1P1	-2.11791126003472
ABO	-5.75462852444091
LINC02247	4.04365013418319
COL5A1	-2.8609651590201
KCNT1	-2.85603829715549
CLIC3	3.19723123036002
NPDC1	2.12810102952656
AL807752.4	3.05640443123272
GRIN1	2.95262793025504
LRRC26	4.62444372632574
TMEM210	3.40173421709448
CYSRT1	2.0850579530421
ARRDC1	2.21857088227016
ADARB2	3.08919732583032
AL513304.1	6.06286694871678
AL450322.2	-3.86765971186111
AC025822.2	-2.7327075286193
LINC00702	-6.26477348183736
MANCR	-4.50915328500683
LINC00705	-4.12130177467247
AKR1C1	-5.43810886536567
AKR1C2	-2.2294961654509
AKR1C3	-4.3184932260595
AKR1C5P	-3.93344184345478
AKR1C4	-2.73198902581562
CALML3	-4.15391288723313
LINC02657	-3.30956926040252
IL15RA	-2.6827881738867
PRKCQ	-5.82626628137884
PRKCQ-AS1	-4.6650914201629
LINP1	-3.2890675879643
LINC00707	-3.89864000133452
SFMBT2	3.71285559313047
GATA3-AS1	5.21269861527554
GATA3	3.66241577226133
CHCHD3P1	4.00297984075609
